Seconds,fireattack_bed_1,fireattack_bed_2,sofa_center_ignite,sofa_right_ignite,sofa_left_ignite,stripedchair_1,stripedchair_2,stripedchair_3,yellowchair_1,yellowchair_2
424,218.6,228.6,43,51.6,63,45.2,37.8,40,36.6,40.8
425,218.4,228.6,42.8,51.6,62.6,45,37.8,40.2,36.4,41
426,218.2,228.4,42.4,51.4,62.4,45,37.6,39.8,36.4,40.8
427,218,228.4,42.2,51.2,62,44.8,37.6,40,36.6,40.8
428,217.6,228.4,42,51.2,61.6,44.6,37.6,39.8,36.4,40.8
429,217.6,228.2,41.8,51.2,61.4,44.6,37.6,39.8,36.4,40.6
430,217.4,228.2,41.8,50.8,61.2,44.4,37.6,39.8,36.2,40.6
431,217.2,228.2,41.6,50.6,60.8,44.2,37.4,39.4,36.4,40.6
432,217.2,228.4,41.4,50.4,60.4,44.2,37.4,39.6,36.4,40.4
433,217,228.4,41.4,50.4,60.2,44,37.4,39.6,36.2,40.4
434,217,228.4,41,50.2,60,44,37.4,39.6,36.2,40.4
435,216.8,228.4,40.8,50.2,59.8,43.8,37.2,39.6,36.2,40.4
436,216.6,228.4,40.2,50,59.4,43.8,37,39.2,36.4,40.4
437,216.4,228.4,40,49.8,59.2,43.6,37,39.4,36.2,40.2
438,216.2,228.4,40.2,49.6,59,43.6,37,39,36,40
439,216,228.4,40.2,49.4,58.8,43.2,36.8,38.8,36.2,40
440,216,228.4,39.8,49.2,58.8,43.2,36.8,39.2,36.2,40
441,215.8,228.4,39.8,49.2,58.4,43.2,36.8,38.8,36,40
442,215.6,228.2,39.6,48.8,58.2,43.2,36.8,39,36,40
443,215.4,228.2,39.4,48.6,58,43,36.6,38.8,36,40
444,215,228.2,39.4,48.6,57.8,42.8,36.6,38.8,36,39.8
445,214.8,228,39.2,48.4,57.6,42.8,36.8,39,36,39.6
446,214.6,228,39.2,48.2,57.2,42.8,36.8,39,36,39.8
447,214.4,228,39,48.2,57,42.6,36.8,38.6,35.8,39.6
448,214,228,38.8,48,56.8,42.6,36.6,38.4,35.8,39.6
449,213.6,228,39,48,56.6,42.6,36.6,38.8,35.8,39.6
450,213.4,228,39,47.8,56.4,42.2,36.4,38.6,35.8,39.6
451,213,228,38.8,47.8,56,42.2,36.4,38.8,35.8,39.4
452,213,228.2,38.8,47.4,55.8,42.2,36.4,38.6,35.8,39.4
453,212.8,228,38.4,47.2,55.6,42,36.2,38.6,35.6,39.4
454,212.6,228,38.2,47.2,55.6,41.8,36.2,38.6,35.6,39.2
455,212.2,228.2,38,47,55.6,41.6,36,38.4,35.6,39.2
456,212.4,228,37.8,46.8,55.2,41.8,36,38.4,35.4,39.2
457,212,228,37.8,46.6,55,41.6,36,38.4,35.6,39.2
458,211.4,227.8,37.4,46.4,54.6,41.4,36,38.4,35.6,39
459,211.8,228,37.6,46.2,54.4,41.4,36,38.2,35.6,39.2
460,211.6,228,37.4,46,54.2,41.2,36,38,35.4,39
461,211.4,228,37.2,46.2,54,41.2,36,38,35.4,39.2
462,211.2,227.8,37,46,53.8,41.2,36,38.2,35.4,39
463,211,227.8,37.2,46,53.4,41,36,38.2,35.4,39
464,210.6,227.8,36.8,45.8,53.2,41,35.8,38,35.4,38.8
465,210.4,227.8,37,45.8,53.2,41,35.6,38,35.4,38.8
466,210.4,227.8,37,45.4,52.8,40.8,35.4,38,35.4,39
467,210.4,227.8,36.8,45.2,52.6,40.8,35.6,38,35.2,38.8
468,210,227.8,36.8,45.2,52.4,40.8,35.4,37.8,35.2,38.8
469,209.8,227.8,36.4,45,52.2,40.6,35.4,37.8,35.2,38.6
470,209.4,227.6,36.2,45,51.8,40.6,35.4,37.6,35,38.4
471,209.2,227.6,36,44.8,51.6,40.4,35.2,37.8,35.2,38.6
472,209,227.6,36.2,44.8,51.4,40.4,35.2,37.6,35,38.6
473,209,227.6,36,44.6,51.4,40.4,35.4,37.6,35,38.6
474,208.6,227.4,36,44.6,51.2,40.2,35.2,37.6,35,38.6
475,208.4,227.4,36.2,44.4,51,40.2,35.2,37.6,35,38.4
476,208.4,227.4,35.8,44.2,51,40.2,35.4,37.2,35,38.4
477,208.2,227.2,35.6,44,50.6,40,35.2,37.2,35,38.2
478,207,227.4,35.4,43.8,50.4,40,35.2,37.4,35,38.2
479,207.6,227.4,35.4,43.8,50,39.8,35,37.4,35,38.2
480,207.2,227.2,35.2,43.6,50,39.8,34.8,37.4,35.2,38.2
481,206.8,227.2,34.8,43.8,49.8,39.6,35,37.4,34.8,38.2
482,206.8,227.4,35,43.6,49.4,39.6,35,37.4,34.8,38.2
483,207.2,227.4,35.2,43.6,49.2,39.6,35,37.4,34.8,38.2
484,206.6,227.4,35.2,43.4,49.2,39.4,35,37.2,34.8,38.2
485,206.4,227.2,34.8,43.4,48.8,39.4,35,37,34.8,38
486,206,227.4,34.4,43.2,48.8,39.2,35,37.2,34.8,38
487,206,227.4,34.2,43.2,48.4,39.2,34.8,37,34.8,38
488,206,227.4,33.6,43,48.2,39.2,34.8,37,34.8,38
489,205.8,227.2,33.6,42.6,48.2,39.2,34.8,37.2,34.8,38
490,205.8,227.2,34,42.6,48.2,39.2,34.8,37,34.6,38
491,205.4,227.2,34.2,42.8,48,39.2,34.8,37,34.6,37.8
492,205.4,227.2,34,42.8,47.6,39,34.8,37,34.6,37.8
493,205.2,227,33.8,42.6,47.4,39,34.6,37,34.6,38
494,204.8,227,33.6,42.4,47.4,39,34.6,37,34.6,37.8
495,204.6,227,33.6,42.4,47.2,38.8,34.6,36.8,34.4,37.8
496,204.4,227,33.2,42.2,47,39,34.6,36.6,34.4,37.8
497,204.2,227.2,33.4,42.2,46.6,39,34.6,36.8,34.4,37.8
498,203.8,227,33.4,42,46.2,39,34.4,36.6,34.4,37.8
499,203.6,226.8,33.4,42,46,39,34.4,36.4,34.4,37.6
500,203.6,226.8,33.4,41.8,45.8,39,34.2,36.6,34.4,37.6
501,203.4,227,33.4,42,45.6,38.8,34.4,36.4,34.4,37.6
502,203.2,226.8,33.4,41.6,45.6,38.8,34.2,36.4,34.4,37.6
503,203,226.8,33.2,41.6,45.2,38.8,34.4,36.4,34.4,37.6
504,202.8,226.8,33,41.4,45.2,38.8,34.2,36.4,34.2,37.4
505,202.8,226.8,32.6,41.4,45,38.6,34.4,36.4,34.2,37.6
506,202.4,226.6,32.6,41.2,44.8,38.6,34.4,36.2,34.2,37.4
507,202.4,226.6,32.6,41.2,44.6,38.6,34.2,36,34.2,37.2
508,202.2,226.6,32.4,41,44.6,38.6,34.2,36,34,37.2
509,201.8,226.6,32.4,41,44.4,38.4,34,36.2,34,37.4
510,201.6,226.4,32.4,41,44.2,38.2,34,36.2,34,37.4
511,201.6,226.4,32.4,40.8,43.8,38.2,34,36.2,34.2,37.2
512,201,226.4,32,40.6,43.6,38.4,34,36,34,37.2
513,201,226.4,31.6,40.6,43.4,38.2,33.8,36,34,37.2
514,200.8,226.4,31.6,40.4,43.4,38,34,36,34,37.2
515,200.6,226.4,31.6,40.4,43.4,38,34,36,33.8,37
516,200.6,226.4,31.6,40.2,43.4,38.2,33.8,35.8,33.8,37
517,200.4,226.4,31.4,40.2,43,38.2,33.8,35.6,34,37.2
518,200.2,226.4,31,40,43,38,33.8,36,33.8,37
519,199.8,226.4,31,40,43,38,33.8,35.8,33.8,37
520,199.6,226.4,30.8,40,42.8,38,33.8,35.6,33.6,37
521,199.2,226.2,30.6,40,42.8,38,33.6,35.6,33.6,37.2
522,198.6,226.2,30.6,39.8,42.4,37.8,33.6,35.6,33.8,37
523,198.4,226.2,30.6,39.8,42,37.8,33.6,35.6,33.8,37
524,198.4,226,30.6,39.6,42,37.6,33.4,35.6,33.6,37
525,198.2,226,30.4,39.4,41.8,37.6,33.6,35.6,33.8,37
526,198,226,30.4,39.6,41.4,37.6,33.6,35.8,33.8,37
527,198,226,30.4,39.4,41.4,37.6,33.4,35.6,33.6,36.8
528,197.8,226,30.2,39.2,41.2,37.6,33.4,35.2,33.6,36.6
529,197.4,225.8,30,39.4,41.2,37.6,33.6,35.2,33.6,36.6
530,197.2,225.6,29.8,39.2,41,37.6,33.6,35.2,33.6,36.6
531,197.4,225.6,29.8,39.2,41,37.6,33.2,35.2,33.8,36.8
532,197.4,225.4,29.6,39,40.8,37.4,33.2,35.4,33.8,36.8
533,197,225.6,29.6,38.8,40.6,37.2,33.2,35.4,33.6,36.8
534,196.8,225.4,29.4,38.8,40.4,37.4,33.2,35.2,33.6,36.6
535,196.6,225.4,29.2,38.8,40.4,37.4,33.2,35.4,33.6,36.6
536,196.4,225.4,28.8,38.6,40.2,37.2,33.2,35,33.4,36.6
537,196.2,225.2,29,38.6,40,37.2,33,35.2,33.6,36.4
538,195.8,225.2,28.8,38.6,40,37.4,33,35,33.4,36.4
539,195.6,225.4,28.4,38.4,39.6,37.2,33,35.2,33.4,36.4
540,195.4,225.4,28.4,38.4,39.6,37.2,33,34.8,33.4,36.4
541,195.4,225.4,28.2,38.2,39.6,37.2,33,34.8,33.6,36.4
542,195.4,225.2,28,38.2,39.4,37.2,33,35,33.4,36.4
543,195,225.2,27.8,38,39.4,37.2,33,35,33.2,36.6
544,194.8,225,27.8,38,39.2,37,33,35.2,33.4,36.4
545,194.6,224.8,27.8,37.8,39,37,32.8,34.8,33.4,36.4
546,194.2,224.8,27.6,38,38.6,37,33,34.8,33.4,36.4
547,194.2,225,27.2,37.8,38.6,37,33,35,33.4,36.2
548,193.8,224.8,27,37.8,38.6,36.8,32.8,34.6,33.4,36.4
549,193.6,224.8,26.8,37.6,38.4,36.8,32.8,34.6,33.4,36.2
550,193.6,224.6,27.2,37.6,38.2,37,32.6,34.4,33.4,36.2
551,193.4,224.6,27.2,37.4,38,36.6,32.4,34.4,33.4,36.2
552,193.4,224.6,27,37.4,38.2,36.6,32.6,34.4,33.2,36.2
553,193.2,224.6,27,37.4,37.8,36.6,32.4,34.8,33.2,36.2
554,193,224.4,27,37.4,37.8,36.6,32.4,34.8,33.2,36.2
555,192.8,224.4,27,37.2,37.6,36.6,32.6,34.6,33.2,36.2
556,192.4,224.4,27,37.2,37.6,36.6,32.6,34.2,33,36.2
557,192.4,224.2,26.8,37,37.4,36.6,32.4,34.2,33,36.2
558,192.2,224.2,26.8,36.8,37.4,36.4,32.2,34.4,33.2,36.2
559,192,224.2,27,36.8,37.2,36.4,32.2,34.6,33,36.2
560,191.6,224.2,27,36.8,37,36.6,32.2,34.2,33,36
561,191.4,224.2,27.2,36.6,36.8,36.4,32.2,34.4,33,36
562,191.4,224,27,36.6,36.8,36.2,32.4,34.2,33.2,36
563,191.2,224,26.8,36.6,36.6,36.2,32.4,34.6,33,36
564,190.6,223.8,26.6,36.4,36.4,36.2,32.4,34.2,33,36
565,190.2,223.8,26.6,36.2,36.2,36.2,32.2,34.2,33.2,36
566,190.4,223.8,26.4,36.4,36.2,36.2,32.2,34.2,33,36
567,190.4,223.6,26.4,36.2,36,36,32.2,33.8,33,36
568,190,223.4,26,36,36,36.2,32,34,33,36
569,189.4,223.4,25.6,36,36,36.2,32,33.8,32.8,36
570,189.4,223.6,25.8,35.8,36,36.2,32,34,32.6,36
571,189.4,223.4,25.6,35.8,35.8,36.2,32,34.2,32.6,36
572,188.8,223.3,25.6,35.8,35.6,36.2,32,34,32.8,35.8
573,188.8,223.3,25.8,35.6,35.6,36,32,34,32.8,35.8
574,188.4,223.3,25.4,35.4,35.4,36,32,34.2,32.8,35.8
575,188.2,223.4,25.4,35.4,35.4,36,31.8,34.2,32.8,35.8
576,188.2,223,25.6,35.4,35.2,36,31.8,34,32.6,35.6
577,187.8,222.8,25.2,35.2,35,36,31.8,33.8,32.6,35.6
578,187.8,222.8,25.2,35,34.8,35.8,31.8,34,32.6,35.6
579,187.6,223,25.2,35,34.8,35.8,31.8,33.8,32.4,35.6
580,187.2,222.8,25.4,35,34.8,35.8,31.8,33.8,32.4,35.6
581,187.2,222.6,25.2,34.8,34.4,36,31.6,33.6,32.6,35.6
582,186.8,222.6,25,34.8,34.4,35.8,31.8,33.8,32.6,35.6
583,186.6,222.6,25,34.6,34.2,35.6,31.8,33.6,32.4,35.6
584,186.2,222.4,25,34.6,34.2,35.6,31.6,33.6,32.6,35.4
585,186.2,222.4,25,34.6,34.2,35.6,31.4,33.6,32.6,35.4
586,185,222.4,24.8,34.8,34,35.4,31.4,33.8,32.6,35.4
587,185.6,222.2,24.6,34.6,33.8,35.4,31.6,33.6,32.4,35.4
588,185.6,222,24.6,34.6,33.8,35.4,31.6,33.4,32.4,35.4
589,185.2,221.6,24.6,34.4,33.8,35.4,31.6,33.2,32.4,35.4
590,185,221.6,24.6,34.4,33.6,35,31.4,33.4,32.6,35.4
591,184.8,221.6,24.4,34.4,33.6,35.2,31.2,33.4,32.4,35.4
592,184.4,221.6,24,34.2,33.6,35.2,31.2,33.4,32.4,35.4
593,184.2,221.6,24.2,34.2,33.4,35,31.4,33.4,32.2,35.2
594,184,221.4,24.4,34,33.2,35,31.4,33.2,32.4,35.2
595,183.8,221,24.4,34,33,35,31.2,33.2,32.4,35.2
596,183.6,221,24.2,34,32.8,35,31.2,33.2,32.2,35.2
597,183.4,221.2,24.2,33.8,32.6,35,31.2,33.2,32.4,35.2
598,183.4,221.2,24,33.6,32.6,35,31.2,33.2,32.2,35.2
599,183,221,24,33.4,32.6,35.2,31.2,33,32.2,35.2
600,182.6,220.8,24,33.4,32.4,35,31.2,33,32.2,35.2
601,182.4,220.6,23.8,33.2,32.2,35,31.2,33,32.4,35.2
602,182.4,220.6,23.8,33.2,32.2,35,31,32.8,32,35
603,182,220.4,23.6,33.2,32,34.8,31,32.8,32,35
604,181.8,220.2,23.4,33,31.8,34.8,31,33,32,35.4
605,181.6,220.2,23.4,33,31.8,34.8,31,33,32.2,35
606,181.4,220.2,23.2,33,31.6,34.8,31,32.8,32.2,34.8
607,181.4,220,23,33,31.4,34.6,30.8,32.8,32,35
608,180.8,220,23,32.8,31.6,34.8,30.8,33,32,35
609,180.8,220,23.2,32.8,31.4,34.6,30.8,32.8,32,35
610,180.8,219.8,23.2,32.6,31.4,34.6,30.8,32.8,32.2,35
611,180.2,219.6,23,32.6,31.2,34.6,30.8,32.8,32,35
612,180.2,219.6,22.6,32.4,31.2,34.4,30.8,32.6,32,35
613,179.8,219.4,22.4,32.4,31.2,34.2,30.8,32.6,32,35
614,179.6,219.4,22.4,32.4,31.2,34.4,30.6,32.6,32,35
615,179.2,219.2,22.4,32.4,31.2,34.6,30.6,32.4,32,34.8
616,179.2,219,22.4,32.4,31,34.6,30.6,32.6,32,34.8
617,179.2,219,22.2,32.2,30.8,34.2,30.6,32.4,32,34.8
618,179,218.6,22,32.2,30.6,34.6,30.6,32.4,32,34.8
619,178.2,218.6,22,32.2,30.4,34.4,30.4,32.4,31.8,34.8
620,178,218.6,21.6,32.2,30.2,34.4,30.4,32.2,31.8,34.8
621,177.8,218.4,21.6,32,30.2,34.4,30.6,32,32,34.8
622,177.4,218.4,21.8,32,30.2,34.4,30.4,32.2,31.8,34.8
623,177.2,218.4,22,32,29.8,34.4,30.4,32,31.8,34.8
624,176.8,218,22.2,32,29.6,34.2,30.4,32.2,31.8,34.8
625,176.8,218,22.4,31.8,29.8,34.2,30.4,32,32,34.8
626,176.6,217.8,22.2,31.8,29.8,34.4,30.4,32.2,31.8,34.8
627,176.4,217.8,22,31.6,29.4,34.2,30.4,32.2,31.8,34.6
628,176.2,217.6,22,31.6,29,34.2,30.2,32.2,31.8,34.6
629,176.2,217.6,21.4,31.4,29.2,34.2,30.2,32.4,31.6,34.8
630,176,217.4,21.6,31.4,29,34,30.2,32,31.6,34.6
631,175.8,217.2,21.4,31.2,28.8,34,30,32,31.6,34.6
632,175.6,217.2,21,31.2,28.6,34.2,30,32,31.6,34.6
633,175.2,217.2,21.2,31.2,28.8,34,30,32,31.6,34.6
634,174.2,217.2,21,31.2,28.6,34,30,32,31.4,34.6
635,173.8,217,21.2,31.2,28.4,33.8,30,32.2,31.6,34.4
636,174.2,217,20.8,31.2,28.2,33.8,30,32,31.6,34.4
637,174.2,216.8,20.8,31,28,33.6,30.2,32,31.6,34.4
638,173.8,216.8,20.6,31,28,33.6,30,31.6,31.6,34.4
639,173.6,216.6,20.8,31,28,33.6,29.8,31.6,31.6,34.4
640,173.6,216.4,20.4,30.8,28,33.6,30,31.8,31.4,34.2
641,173.4,216.2,20.6,30.8,27.8,33.8,29.8,31.8,31.6,34.2
642,173.2,216.2,20.4,30.8,28,33.8,29.8,31.6,31.6,34.2
643,172.6,216.2,20.2,30.6,28,33.8,29.8,31.6,31.2,34.4
644,172.6,216,20,30.6,28,33.6,29.8,31.6,31.4,34.2
645,172.2,215.6,20,30.6,27.6,33.6,29.6,31.4,31.4,34.2
646,172.2,215.6,20,30.6,27.6,33.6,29.6,31.4,31.4,34.2
647,172,215.4,19.8,30.6,27.6,33.6,29.4,31.4,31.2,34.2
648,171.8,215.4,15.8,30.4,27.4,33.6,29.4,31.6,31.4,34.2
649,171.6,215.2,15.6,30.4,27.4,33.6,29.6,31.4,31.2,34.2
650,171.2,215.2,16,30.2,27.4,33.6,29.4,31.2,31.2,34.2
651,171.2,215,16.2,30.2,27.2,33.4,29.4,31.2,31.4,34.2
652,171,214.6,16,30.2,26.8,33.2,29.4,31,31.2,34.2
653,170.8,214.6,15.8,30,26.8,33.4,29.2,31.2,31.2,34.2
654,170.6,214.4,15.6,30,27,33.4,29,31.2,31.2,34
655,170.4,214.4,15.8,29.8,26.8,33.4,29,31,31.2,34.2
656,170,214.4,15.4,29.8,26.6,33.2,29.2,31.2,31.2,34.2
657,169.6,214.2,15.6,29.8,26.6,33.2,29.2,31.2,31.2,34
658,169.6,214,15.6,29.8,26.6,33.2,29.2,31,31,34.2
659,169.4,214,15.4,29.8,26.6,33.2,29.2,31,31,34
660,169.2,213.6,15.6,29.8,26.6,33.2,29.2,31,31.2,34
661,169,213.4,15.8,29.8,26.6,33,29,31,31.2,34
662,168.8,213.2,15.6,29.6,26.6,33,29,31,31.2,34
663,168.4,213.2,15.6,29.6,26.2,33,29,31,31.2,34
664,168.2,213,15,29.4,26.2,33,29,30.8,31.2,33.8
665,168.2,213,15,29.4,26,32.8,29,31,31,33.8
666,168.2,212.6,15,29.2,25.8,32.8,28.8,30.8,31,34
667,168,212.8,15,29.2,25.6,32.8,28.8,30.8,31.2,34
668,167.8,212.6,15,29.2,25.6,33,28.8,30.8,31,33.8
669,167.8,212.4,15.2,29,25.6,32.8,28.8,30.8,31,34
670,167.2,212.4,15.2,29,25.6,32.6,28.6,31,31,33.8
671,167,212.2,15.4,29,25.4,32.6,28.6,30.8,31,33.8
672,166.8,212,15.2,29,25.2,32.6,28.6,30.6,31,33.8
673,166.4,211.8,15.2,29,25,32.6,28.6,30.6,31,33.8
674,166.4,212.4,15,28.8,25.2,32.6,28.6,30.4,31,33.8
675,166.2,212.4,15,28.8,25,32.6,28.6,30.6,30.8,33.8
676,165.8,211.2,14.8,28.6,25.2,32.6,28.4,30.6,30.8,33.8
677,165.6,211.2,14.6,28.6,25.2,32.4,28.6,30.6,30.8,33.8
678,165.8,211,14.4,28.6,25,32.4,28.6,30.6,31,33.6
679,165.6,211,14.4,28.4,24.8,32.4,28.6,30.4,31,33.6
680,165.4,210.6,14.6,28.2,25,32.2,28.6,30.4,30.8,33.6
681,165.2,210.6,14.8,28.2,24.8,32.2,28.2,30.2,30.8,33.6
682,164.8,210.4,14.6,28.2,24.6,32.2,28.2,30,30.8,33.6
683,164.8,210.2,14.4,28,24.6,32.2,28.2,30.2,30.8,33.6
684,164.6,210,14.6,28.2,24.4,32.2,28.2,30,30.8,33.6
685,164.6,209.8,14.4,28.2,24.4,32.4,28.2,30,30.8,33.6
686,164.2,209.6,14.2,28.2,24,32.2,28.2,30.2,30.8,33.4
687,164,209.4,14.2,28,24.2,32.2,28.2,30.2,30.6,33.4
688,164,209.4,14.2,27.8,23.8,32.4,28.2,30,30.8,33.4
689,164,209.4,14.4,27.8,23.8,32.2,28,30,30.6,33.6
690,163.4,209,14,27.8,23.8,32.2,28,30.2,30.6,33.6
691,163.4,208.8,14,27.8,23.8,32,28.2,30,30.4,33.4
692,163,208.4,14.2,27.8,23.4,32.2,28,30,30.6,33.6
693,163,208.4,14.4,27.6,23.8,32.2,28,30.2,30.6,33.4
694,163,208.2,14.6,27.6,23.6,32,28,30,30.4,33.2
695,163,208,14.4,27.6,23.4,31.8,28,29.8,30.4,33.4
696,162.8,208,14.4,27.6,23.4,31.8,28,29.6,30.4,33.2
697,162.4,207.6,14.4,27.4,23.4,31.8,28,29.8,30.4,33.2
698,162,207.6,14.2,27.4,23.4,32,28,29.6,30.4,33.2
699,162,207.4,14.2,27.4,23.2,31.8,27.6,29.6,30.4,33.2
700,162,207.4,14.2,27.2,23,31.8,27.8,29.6,30.4,33.4
701,161.8,207.4,14.2,27.2,23,31.8,28,29.6,30.4,33.2
702,161.6,207.2,14,27.2,23,31.8,27.6,29.8,30.4,33.4
703,161.4,207,14,27.2,22.8,31.6,27.6,29.8,30.4,33.2
704,161,206.8,14,27.2,22.8,31.4,27.8,29.6,30.4,33.2
705,161,206.4,13.8,27.2,22.6,31.6,27.6,29.4,30.2,33.2
706,161,206.4,13.8,27,22.8,31.4,27.6,29.6,30.4,33
707,160.8,206.2,14,27,22.8,31.6,27.6,29.4,30.2,33.2
708,160.4,206.2,14,26.8,22.6,31.4,27.4,29.4,30.2,33.2
709,160.2,205.8,13.8,26.6,22.6,31.4,27.4,29.4,30.2,33.2
710,160,205.8,13.6,26.6,22.4,31.4,27.4,29.2,30.2,33.2
711,160,205.6,13.4,26.6,22.2,31.4,27.4,29.2,30,33.2
712,160,205.6,13.4,26.6,22.2,31.2,27.2,29,30.2,33
713,159.8,205.2,13.4,26.6,22,31.2,27.2,29.2,30.2,33.2
714,159.6,205,13.4,26.6,21.8,31.4,27.2,29,30,33
715,159.4,204.8,13.4,26.6,21.8,31.2,27.2,29.2,30.2,32.8
716,159.4,204.6,13.6,26.6,21.8,31.4,27.2,29.2,30,33
717,159.2,204.4,13.4,26.4,21.6,31,27.2,29,30.2,33
718,159,204.4,13.4,26.4,21.6,31,27.2,29.2,30,33
719,159,204.2,13.2,26.4,21.4,31.2,27.2,29,30,33
720,158.8,203.8,13.4,26.4,21.4,31,27.2,29,30.2,32.8
721,158.6,203.8,13.4,26.2,21,30.8,27.2,29,30,32.8
722,158.4,203.6,13.2,26.2,21.2,30.8,27,29,30,32.8
723,158,203.4,13,26,21.2,31,27,29,29.8,32.8
724,158,203.4,13.2,26,20.8,31,27,28.8,30,32.6
725,157.8,203,13.4,26,20.6,30.8,27,28.8,30,32.8
726,158,203,13.2,25.8,20.6,30.6,26.8,28.6,30,32.8
727,157.6,202.6,13.2,25,20.6,30.6,26.8,28.6,30,32.8
728,157.4,202.6,13,24,20.6,30.6,26.8,28.6,30,32.8
729,157.4,202.4,13,23.8,20.6,30.8,26.6,28.6,30,32.8
730,157.2,202.2,12.8,23.8,20.2,30.6,26.8,28.6,29.8,32.8
731,156.8,202.2,13,23.8,19.8,30.6,26.6,28.6,30,32.6
732,156.8,201.8,12.8,22,19.6,30.4,26.6,28.6,30,32.6
733,156.4,201.8,12.8,22,19.8,30.4,26.6,28.6,30,32.8
734,156.4,201.6,13,21.8,19.6,30.4,26.8,28.4,29.8,32.8
735,156.4,201.6,12.8,21.8,19.6,30.4,26.6,28.4,29.8,32.6
736,156,201.6,13.2,21.8,19.6,30.2,26.6,28.4,29.8,32.6
737,155.8,201.2,13.2,21.6,19.8,30.2,26.6,28.2,29.8,32.6
738,155.6,201,13.2,21.6,19.6,30.2,26.4,28.2,29.8,32.6
739,155.6,201,13,21.6,19.8,30.4,26.4,28,29.6,32.6
740,155.6,200.8,12.6,21.4,19.8,30.2,26.4,28,29.6,32.6
741,155.2,200.6,12.4,21.4,20,30.2,26.4,28,29.8,32.6
742,155.4,200.6,12.6,21.4,19.6,30.2,26.2,27.8,29.6,32.4
743,155,200.2,12.4,21.4,19.6,30,26.4,27.8,29.8,32.6
744,155,200,12.6,21.6,19.4,30,26.4,27.8,29.6,32.6
745,154.8,199.8,12.6,21.4,19.6,30,26.2,27.8,29.6,32.4
746,154.8,199.6,12.6,21.4,19.4,30,26,28,29.6,32.4
747,154.4,199.4,12.8,21.4,19.4,29.8,26,27.8,29.8,32.4
748,154.2,199.2,12.8,21.2,19.2,29.8,26.2,27.8,29.8,32.4
749,154.2,199,12.6,21.2,19.2,29.8,26.2,27.6,29.6,32.4
750,153.8,198.8,12.6,21.2,19.2,29.6,26.2,27.8,29.6,32.4
751,153.6,198.8,12.6,21.2,19,29.6,26.2,27.8,29.6,32.4
752,153.8,198.6,12.4,21.2,18.8,29.6,26.2,27.8,29.6,32.4
753,153.4,198.4,12.8,21.2,18.6,29.6,26,28,29.4,32.4
754,153.6,198.2,12.8,21,18.4,29.4,26,27.6,29.4,32.2
755,153.2,198,13,21,18.6,29.6,26,27.8,29.6,32.2
756,153,197,12.6,21,18.4,29.6,26,27.6,29.6,32.2
757,153,197.6,12.6,21,18.4,29.6,26,27.4,29.6,32.2
758,153,197.6,12.6,20.8,18,29.4,26,27.6,29.6,32.2
759,152.8,197.4,12.6,20.8,18.2,29.2,25.8,27.6,29.4,32.2
760,152.6,197.4,12.6,20.8,18.2,29.2,25.8,27.4,29.4,32
761,152.4,197.2,12.4,20.8,18,29.2,25.8,27.2,29.4,32.2
762,152.4,197.2,12.4,20.8,17.6,29.4,25.8,27.4,29.2,32.2
763,152.4,197,12.4,20.6,17.6,29,25.8,27.4,29.4,32.2
764,152.4,196.8,12.2,20.6,17.6,29.2,25.8,27.4,29.2,32
765,152.2,196.8,12.4,20.6,17.2,29.4,25.6,27.2,29.4,32
766,151.8,196.6,12.2,20.6,17.2,29.2,25.6,27,29.2,32
767,151.8,196.2,12.4,20.6,17.4,29.2,25.6,27.2,29.2,32
768,151.8,196.2,12.4,20.6,17.4,29,25.6,27.2,29.4,32
769,151.8,195,12.2,20.4,17.4,29.2,25.6,27.2,29.2,32
770,151.6,195.8,12.2,20.4,17.4,29,25.4,27.2,29,32
771,151.2,195.6,12.2,20.4,17.6,28.6,25.4,27,29.2,32
772,151.2,195.4,12,20.4,17.4,28.8,25.6,27,29.2,31.8
773,151.2,195.4,12.2,20.4,17.2,28.8,25.6,26.8,29,32
774,150.8,195.2,12.2,20.2,17.2,28.8,25.4,27,29,31.8
775,150.6,194.8,12.4,20.2,17.2,28.8,25.2,26.6,29,31.8
776,150.4,194.6,12.4,20.2,17.2,28.8,25.2,26.8,29.2,31.8
777,150.4,194.4,12.2,20.2,17.2,28.4,25.2,26.8,29.2,31.6
778,150.4,194.6,12.2,20.2,17,28.6,25.2,26.8,29,31.8
779,150,194.2,12.2,20.2,17,28.6,25.2,26.8,29,31.8
780,150,194,12,20.2,17,28.6,25.2,26.6,29.2,31.8
781,149.8,194,12,20.2,17,28.8,25.2,26.6,29,31.8
782,149.6,193.8,12,20,17,28.6,25,26.6,29,31.8
783,149.8,193.6,11.8,20,17,28.4,25,26.4,29,31.6
784,149.6,193.4,12,20,17,28.4,25.2,26.2,29,31.8
785,149.6,193.2,12,20,17.2,28.4,25.2,26.6,29,31.8
786,149.6,193,12,20,17.2,28.2,25,26.4,29,31.6
787,149.4,192.8,12,20,17,28.4,25,26.6,29,31.6
788,149.2,192.8,11.8,19.8,16.8,28.2,24.8,26.4,29,31.8
789,149,192.8,11.8,19.8,16.6,28.4,24.8,26.6,29,31.8
790,148.8,192.6,11.6,19.8,16.4,28.2,24.8,26.4,29,31.6
791,148.6,192,11.6,19.8,16.2,28,24.8,26.4,29,31.4
792,148.2,192,11.8,19.8,16,28,24.8,26,28.8,31.4
